,Model,Dataset,Repetition,Fold,Accuracy,F1,Recall,Precision
1113,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",21,6,1.0,1.0,1.0,1.0
1114,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",21,7,1.0,1.0,1.0,1.0
1115,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",21,8,0.995,0.9949968730456537,0.995,0.9952380952380953
1116,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",21,9,1.0,1.0,1.0,1.0
1117,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",21,10,0.685,0.71183022065375,0.685,0.8472866611433306
1118,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,1,1.0,1.0,1.0,1.0
1119,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,2,1.0,1.0,1.0,1.0
1120,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,3,1.0,1.0,1.0,1.0
1121,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,4,1.0,1.0,1.0,1.0
1122,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,5,1.0,1.0,1.0,1.0
1123,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,6,0.995,0.9949968730456537,0.995,0.9952380952380953
1124,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,7,1.0,1.0,1.0,1.0
1125,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,8,0.99,0.9899749373433584,0.99,0.990909090909091
1126,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,9,0.98,0.9797175866495508,0.98,0.9801587301587302
1127,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,10,0.68,0.6926603941132881,0.68,0.7957733286500409
1128,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,1,1.0,1.0,1.0,1.0
1129,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,2,1.0,1.0,1.0,1.0
1130,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,3,1.0,1.0,1.0,1.0
1131,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,4,0.995,0.9949968730456534,0.995,0.9952380952380953
1132,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,5,0.995,0.9949968730456534,0.995,0.9952380952380953
1133,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,6,1.0,1.0,1.0,1.0
1134,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,7,1.0,1.0,1.0,1.0
1135,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,8,1.0,1.0,1.0,1.0
1136,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,9,0.995,0.9949968730456537,0.995,0.9952380952380953
1137,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,10,0.69,0.7002395113756734,0.69,0.7817632850241546
1138,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,1,1.0,1.0,1.0,1.0
1139,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,2,0.99,0.9899968730456534,0.99,0.9902380952380953
1140,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,3,0.99,0.9899749373433584,0.99,0.990909090909091
1141,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,4,1.0,1.0,1.0,1.0
1142,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,5,1.0,1.0,1.0,1.0
1143,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,6,0.995,0.9949968730456534,0.995,0.9952380952380953
1144,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,7,0.995,0.9949968730456537,0.995,0.9952380952380953
1145,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,8,1.0,1.0,1.0,1.0
1146,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,9,1.0,1.0,1.0,1.0
1147,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,10,0.71,0.7206289679973892,0.71,0.8247252747252748
1148,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,1,1.0,1.0,1.0,1.0
1149,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,2,1.0,1.0,1.0,1.0
1150,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,3,0.995,0.9949968730456534,0.995,0.9952380952380953
1151,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,4,0.995,0.9949968730456537,0.995,0.9952380952380953
1152,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,5,1.0,1.0,1.0,1.0
1153,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,6,1.0,1.0,1.0,1.0
1154,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,7,0.995,0.9949968730456537,0.995,0.9952380952380953
1155,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,8,0.995,0.9949968730456537,0.995,0.9952380952380953
1156,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,9,0.99,0.9899749373433584,0.99,0.990909090909091
1157,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,10,0.74,0.7531122504806715,0.74,0.84375
1158,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,1,1.0,1.0,1.0,1.0
1159,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,2,0.995,0.9949968730456537,0.995,0.9952380952380953
1160,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,3,1.0,1.0,1.0,1.0
1161,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,4,0.995,0.9949968730456537,0.995,0.9952380952380953
1162,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,5,0.995,0.9949968730456537,0.995,0.9952380952380953
1163,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,6,0.995,0.9949968730456537,0.995,0.9952380952380953
1164,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,7,1.0,1.0,1.0,1.0
1165,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,8,0.995,0.9949968730456537,0.995,0.9952380952380953
1166,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,9,1.0,1.0,1.0,1.0
1167,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,10,0.665,0.6849987849987849,0.665,0.8033991228070175
1168,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,1,1.0,1.0,1.0,1.0
1169,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,2,1.0,1.0,1.0,1.0
1170,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,3,1.0,1.0,1.0,1.0
1171,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,4,1.0,1.0,1.0,1.0
1172,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,5,1.0,1.0,1.0,1.0
1173,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,6,1.0,1.0,1.0,1.0
1174,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,7,1.0,1.0,1.0,1.0
1175,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,8,1.0,1.0,1.0,1.0
1176,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,9,1.0,1.0,1.0,1.0
1177,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,10,0.735,0.7365376203611498,0.735,0.7952380952380952
1178,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,1,1.0,1.0,1.0,1.0
1179,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,2,1.0,1.0,1.0,1.0
1180,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,3,1.0,1.0,1.0,1.0
1181,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,4,1.0,1.0,1.0,1.0
1182,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,5,1.0,1.0,1.0,1.0
1183,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,6,1.0,1.0,1.0,1.0
1184,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,7,0.995,0.9949968730456537,0.995,0.9952380952380953
1185,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,8,0.995,0.9949968730456537,0.995,0.9952380952380953
1186,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,9,0.995,0.9949968730456537,0.995,0.9952380952380953
1187,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,10,0.705,0.7132396698758255,0.705,0.7916666666666665
1188,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,1,1.0,1.0,1.0,1.0
1189,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,2,1.0,1.0,1.0,1.0
1190,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,3,1.0,1.0,1.0,1.0
1191,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,4,1.0,1.0,1.0,1.0
1192,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,5,1.0,1.0,1.0,1.0
1193,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,6,1.0,1.0,1.0,1.0
1194,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,7,0.995,0.9949968730456537,0.995,0.9952380952380953
1195,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,8,1.0,1.0,1.0,1.0
1196,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,9,0.99,0.9898587933247752,0.99,0.9904761904761904
1197,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,10,0.73,0.7335558952654015,0.73,0.8734476403946431
1198,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,1,0.995,0.9949968730456537,0.995,0.9952380952380953
1199,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,2,1.0,1.0,1.0,1.0
1200,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,3,0.995,0.9949968730456537,0.995,0.9952380952380953
1201,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,4,0.995,0.9949968730456534,0.995,0.9952380952380953
1202,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,5,1.0,1.0,1.0,1.0
1203,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,6,0.995,0.9949968730456537,0.995,0.9952380952380953
1204,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,7,1.0,1.0,1.0,1.0
1205,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,8,1.0,1.0,1.0,1.0
1206,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,9,0.995,0.9949968730456534,0.995,0.9952380952380953
1207,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,10,0.675,0.6844545753524082,0.675,0.7545850541847576
